DATE,djii_close
10/30/2020,26501.6
10/29/2020,26659.11
10/28/2020,26519.95
10/27/2020,27463.19
10/26/2020,27685.38
10/23/2020,28335.57
10/22/2020,28363.66
10/21/2020,28210.82
10/20/2020,28308.79
10/19/2020,28195.42
10/16/2020,28606.31
10/15/2020,28494.2
10/14/2020,28514
10/13/2020,28679.81
10/12/2020,28837.52
10/9/2020,28586.9
10/8/2020,28425.51
10/7/2020,28303.46
10/6/2020,27772.76
10/5/2020,28148.64
10/2/2020,27682.81
10/1/2020,27816.9
9/30/2020,27781.7
9/29/2020,27452.66
9/28/2020,27584.06
9/25/2020,27173.96
9/24/2020,26815.44
9/23/2020,26763.13
9/22/2020,27288.18
9/21/2020,27147.7
9/18/2020,27657.42
9/17/2020,27901.98
9/16/2020,28032.38
9/15/2020,27995.6
9/14/2020,27993.33
9/11/2020,27665.64
9/10/2020,27534.58
9/9/2020,27940.47
9/8/2020,27500.89
9/4/2020,28133.31
9/3/2020,28292.73
9/2/2020,29100.5
9/1/2020,28645.66
8/31/2020,28430.05
8/28/2020,28653.87
8/27/2020,28492.27
8/26/2020,28331.92
8/25/2020,28248.44
8/24/2020,28308.46
8/21/2020,27930.33
8/20/2020,27739.73
8/19/2020,27692.88
8/18/2020,27778.07
8/17/2020,27844.91
8/14/2020,27931.02
8/13/2020,27896.72
8/12/2020,27976.84
8/11/2020,27686.91
8/10/2020,27791.44
8/7/2020,27433.48
8/6/2020,27386.98
8/5/2020,27201.52
8/4/2020,26828.47
8/3/2020,26664.4
7/31/2020,26428.32
7/30/2020,26313.65
7/29/2020,26539.57
7/28/2020,26379.28
7/27/2020,26584.77
7/24/2020,26469.89
7/23/2020,26652.33
7/22/2020,27005.84
7/21/2020,26840.4
7/20/2020,26680.87
7/17/2020,26671.95
7/16/2020,26734.71
7/15/2020,26870.1
7/14/2020,26642.59
7/13/2020,26085.8
7/10/2020,26075.3
7/9/2020,25706.09
7/8/2020,26067.28
7/7/2020,25890.18
7/6/2020,26287.03
7/2/2020,25827.36
7/1/2020,25734.97
6/30/2020,25812.88
6/29/2020,25595.8
6/26/2020,25015.55
6/25/2020,25745.6
6/24/2020,25445.94
6/23/2020,26156.1
6/22/2020,26024.96
6/19/2020,25871.46
6/18/2020,26080.1
6/17/2020,26119.61
6/16/2020,26289.98
6/15/2020,25763.16
6/12/2020,25605.54
6/11/2020,25128.17
6/10/2020,26989.99
6/9/2020,27272.3
6/8/2020,27572.44
6/5/2020,27110.98
6/4/2020,26281.82
6/3/2020,26269.89
6/2/2020,25742.65
6/1/2020,25475.02
5/29/2020,25383.11
5/28/2020,25400.64
5/27/2020,25548.27
5/26/2020,24995.11
5/22/2020,24465.16
5/21/2020,24474.12
5/20/2020,24575.9
5/19/2020,24206.86
5/18/2020,24597.37
5/15/2020,23685.42
5/14/2020,23625.34
5/13/2020,23247.97
5/12/2020,23764.78
5/11/2020,24221.99
5/8/2020,24331.32
5/7/2020,23875.89
5/6/2020,23664.64
5/5/2020,23883.09
5/4/2020,23749.76
5/1/2020,23723.69
4/30/2020,24345.72
4/29/2020,24633.86
4/28/2020,24101.55
4/27/2020,24133.78
4/24/2020,23775.27
4/23/2020,23515.26
4/22/2020,23475.82
4/21/2020,23018.88
4/20/2020,23650.44
4/17/2020,24242.49
4/16/2020,23537.68
4/15/2020,23504.35
4/14/2020,23949.76
4/13/2020,23390.77
4/9/2020,23719.37
4/8/2020,23433.57
4/7/2020,22653.86
4/6/2020,22679.99
4/3/2020,21052.53
4/2/2020,21413.44
4/1/2020,20943.51
3/31/2020,21917.16
3/30/2020,22327.48
3/27/2020,21636.78
3/26/2020,22552.17
3/25/2020,21200.55
3/24/2020,20704.91
3/23/2020,18591.93
3/20/2020,19173.98
3/19/2020,20087.19
3/18/2020,19898.92
3/17/2020,21237.38
3/16/2020,20188.52
3/13/2020,23185.62
3/12/2020,21200.62
3/11/2020,23553.22
3/10/2020,25018.16
3/9/2020,23851.02
3/6/2020,25864.78
3/5/2020,26121.28
3/4/2020,27090.86
3/3/2020,25917.41
3/2/2020,26703.32
2/28/2020,25409.36
2/27/2020,25766.64
2/26/2020,26957.59
2/25/2020,27081.36
2/24/2020,27960.8
2/21/2020,28992.41
2/20/2020,29219.98
2/19/2020,29348.03
2/18/2020,29232.19
2/14/2020,29398.08
2/13/2020,29423.31
2/12/2020,29551.42
2/11/2020,29276.34
2/10/2020,29276.82
2/7/2020,29102.51
2/6/2020,29379.77
2/5/2020,29290.85
2/4/2020,28807.63
2/3/2020,28399.81
1/31/2020,28256.03
1/30/2020,28859.44
1/29/2020,28734.45
1/28/2020,28722.85
1/27/2020,28535.8
1/24/2020,28989.73
1/23/2020,29160.09
1/22/2020,29186.27
1/21/2020,29196.04
1/17/2020,29348.1
1/16/2020,29297.64
1/15/2020,29030.22
1/14/2020,28939.67
1/13/2020,28907.05
1/10/2020,28823.77
1/9/2020,28956.9
1/8/2020,28745.09
1/7/2020,28583.68
1/6/2020,28703.38
1/3/2020,28634.88
1/2/2020,28868.8
12/31/2019,28538.44
12/30/2019,28462.14
12/27/2019,28645.26
12/26/2019,28621.39
12/24/2019,28515.45
12/23/2019,28551.53
12/20/2019,28455.09
12/19/2019,28376.96
12/18/2019,28239.28
12/17/2019,28267.16
12/16/2019,28235.89
12/13/2019,28135.38
12/12/2019,28132.05
12/11/2019,27911.3
12/10/2019,27881.72
12/9/2019,27909.6
12/6/2019,28015.06
12/5/2019,27677.79
12/4/2019,27649.78
12/3/2019,27502.81
12/2/2019,27783.04
11/29/2019,28051.41
11/27/2019,28164
11/26/2019,28121.68
11/25/2019,28066.47
11/22/2019,27875.62
11/21/2019,27766.29
11/20/2019,27821.09
11/19/2019,27934.02
11/18/2019,28036.22
11/15/2019,28004.89
11/14/2019,27781.96
11/13/2019,27783.59
11/12/2019,27691.49
11/11/2019,27691.49
11/8/2019,27681.24
11/7/2019,27674.8
11/6/2019,27492.56
11/5/2019,27492.63
11/4/2019,27462.11
11/1/2019,27347.36
10/31/2019,27046.23
10/30/2019,27186.69
10/29/2019,27071.42
10/28/2019,27090.72
10/25/2019,26958.06
10/24/2019,26805.53
10/23/2019,26833.95
10/22/2019,26788.1
10/21/2019,26827.64
10/18/2019,26770.2
10/17/2019,27025.88
10/16/2019,27001.98
10/15/2019,27024.8
10/14/2019,26787.36
10/11/2019,26816.59
10/10/2019,26496.67
10/9/2019,26346.01
10/8/2019,26164.04
10/7/2019,26478.02
10/4/2019,26573.72
10/3/2019,26201.04
10/2/2019,26078.62
10/1/2019,26573.04
9/30/2019,26916.83
9/27/2019,26820.25
9/26/2019,26891.12
9/25/2019,26970.71
9/24/2019,26807.77
9/23/2019,26949.99
9/20/2019,26935.07
9/19/2019,27094.79
9/18/2019,27147.08
9/17/2019,27110.8
9/16/2019,27076.82
9/13/2019,27219.52
9/12/2019,27182.45
9/11/2019,27137.04
9/10/2019,26909.43
9/9/2019,26835.51
9/6/2019,26797.46
9/5/2019,26728.15
9/4/2019,26355.47
9/3/2019,26118.02
8/30/2019,26403.28
8/29/2019,26362.25
8/28/2019,26036.1
8/27/2019,25777.9
8/26/2019,25898.83
8/23/2019,25628.9
8/22/2019,26252.24
8/21/2019,26202.73
8/20/2019,25962.44
8/19/2019,26135.79
8/16/2019,25886.01
8/15/2019,25579.39
8/14/2019,25479.42
8/13/2019,26279.91
8/12/2019,25907.37
8/9/2019,26287.44
8/8/2019,26378.19
8/7/2019,26007.07
8/6/2019,26029.52
8/5/2019,25717.74
8/2/2019,26485.01
8/1/2019,26583.42
7/31/2019,26864.27
7/30/2019,27198.02
7/29/2019,27221.35
7/26/2019,27192.45
7/25/2019,27140.98
7/24/2019,27269.97
7/23/2019,27349.19
7/22/2019,27171.9
7/19/2019,27154.2
7/18/2019,27222.97
7/17/2019,27219.85
7/16/2019,27335.63
7/15/2019,27359.16
7/12/2019,27332.03
7/11/2019,27088.08
7/10/2019,26860.2
7/9/2019,26783.49
7/8/2019,26806.14
7/5/2019,26922.12
7/3/2019,26966
7/2/2019,26786.68
7/1/2019,26717.43
6/28/2019,26599.96
6/27/2019,26526.58
6/26/2019,26536.82
6/25/2019,26548.22
6/24/2019,26727.54
6/21/2019,26719.13
6/20/2019,26753.17
6/19/2019,26504
6/18/2019,26465.54
6/17/2019,26112.53
6/14/2019,26089.61
6/13/2019,26106.77
6/12/2019,26004.83
6/11/2019,26048.51
6/10/2019,26062.68
6/7/2019,25983.94
6/6/2019,25720.66
6/5/2019,25539.57
6/4/2019,25332.18
6/3/2019,24819.78
5/31/2019,24815.04
5/30/2019,25169.88
5/29/2019,25126.41
5/28/2019,25347.77
5/24/2019,25585.69
5/23/2019,25490.47
5/22/2019,25776.61
5/21/2019,25877.33
5/20/2019,25679.9
5/17/2019,25764
5/16/2019,25862.68
5/15/2019,25648.02
5/14/2019,25532.05
5/13/2019,25324.99
5/10/2019,25942.37
5/9/2019,25828.36
5/8/2019,25967.33
5/7/2019,25965.09
5/6/2019,26438.48
5/3/2019,26504.95
5/2/2019,26307.79
5/1/2019,26430.14
4/30/2019,26592.91
4/29/2019,26554.39
4/26/2019,26543.33
4/25/2019,26462.08
4/24/2019,26597.05
4/23/2019,26656.39
4/22/2019,26511.05
4/18/2019,26559.54
4/17/2019,26449.54
4/16/2019,26452.66
4/15/2019,26384.77
4/12/2019,26412.3
4/11/2019,26143.05
4/10/2019,26157.16
4/9/2019,26150.58
4/8/2019,26341.02
4/5/2019,26424.99
4/4/2019,26384.63
4/3/2019,26218.13
4/2/2019,26179.13
4/1/2019,26258.42
3/29/2019,25928.68
3/28/2019,25717.46
3/27/2019,25625.59
3/26/2019,25657.73
3/25/2019,25516.83
3/22/2019,25502.32
3/21/2019,25962.51
3/20/2019,25745.67
3/19/2019,25887.38
3/18/2019,25914.1
